Temperature,Humidity,Wet_Bulb,Cluster
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.8,81.0,25.16,2
27.9,81.0,25.26,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.8,81.0,25.16,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.8,80.0,25.02,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
28.0,80.0,25.21,2
28.0,80.0,25.21,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.9,80.0,25.11,2
27.8,81.0,25.16,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,80.0,25.11,2
27.9,81.0,25.26,2
27.9,81.0,25.26,2
27.9,80.0,25.11,2
27.8,80.0,25.02,2
27.8,81.0,25.16,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.7,81.0,25.07,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.7,81.0,25.07,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.6,81.0,24.97,2
27.7,82.0,25.21,2
27.7,82.0,25.21,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,81.0,25.16,2
27.9,82.0,25.4,2
27.9,81.0,25.26,2
27.9,82.0,25.4,2
28.0,81.0,25.36,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.9,82.0,25.4,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
28.0,82.0,25.5,2
28.0,82.0,25.5,2
27.9,82.0,25.4,2
28.0,82.0,25.5,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
28.0,82.0,25.5,2
28.0,82.0,25.5,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
28.0,82.0,25.5,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,83.0,25.45,2
27.8,83.0,25.45,2
27.9,82.0,25.4,2
27.8,83.0,25.45,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,83.0,25.55,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
28.0,83.0,25.64,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.9,83.0,25.55,2
27.9,82.0,25.4,2
27.9,82.0,25.4,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,83.0,25.45,2
27.8,82.0,25.31,2
27.9,83.0,25.55,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.8,82.0,25.31,2
27.7,82.0,25.21,2
27.2,81.0,24.58,2
26.7,80.0,23.96,2
26.4,80.0,23.67,2
26.0,80.0,23.29,2
25.9,81.0,23.33,2
25.9,82.0,23.47,2
25.8,82.0,23.38,2
25.7,83.0,23.42,2
25.3,83.0,23.03,2
25.5,83.0,23.23,2
25.5,83.0,23.23,2
25.6,84.0,23.46,2
25.5,83.0,23.23,2
25.3,83.0,23.03,2
25.3,83.0,23.03,2
25.3,83.0,23.03,2
25.2,84.0,23.07,2
25.2,83.0,22.93,2
25.3,84.0,23.17,2
25.4,83.0,23.13,2
25.3,83.0,23.03,2
25.2,83.0,22.93,2
25.2,84.0,23.07,2
25.2,84.0,23.07,2
25.3,84.0,23.17,2
25.4,83.0,23.13,2
25.4,83.0,23.13,2
25.3,83.0,23.03,2
25.2,83.0,22.93,2
25.2,84.0,23.07,2
25.2,84.0,23.07,2
25.3,83.0,23.03,2
25.1,83.0,22.84,2
25.2,83.0,22.93,2
25.2,83.0,22.93,2
25.3,84.0,23.17,2
25.4,83.0,23.13,2
25.5,83.0,23.23,2
25.4,83.0,23.13,2
25.3,83.0,23.03,2
25.2,82.0,22.8,2
25.2,82.0,22.8,2
25.3,83.0,23.03,2
25.3,82.0,22.89,2
25.4,82.0,22.99,2
25.4,82.0,22.99,2
25.5,82.0,23.09,2
25.5,81.0,22.95,2
25.4,81.0,22.85,2
25.3,81.0,22.76,2
25.2,81.0,22.66,2
25.2,81.0,22.66,2
25.2,81.0,22.66,2
25.3,81.0,22.76,2
25.3,81.0,22.76,2
25.3,81.0,22.76,2
25.4,81.0,22.85,2
25.4,80.0,22.71,2
25.4,80.0,22.71,2
25.4,80.0,22.71,2
25.4,80.0,22.71,2
25.4,80.0,22.71,2
25.4,80.0,22.71,2
25.5,80.0,22.81,2
25.5,80.0,22.81,2
25.5,80.0,22.81,2
25.5,80.0,22.81,2
25.5,80.0,22.81,2
25.5,80.0,22.81,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.6,80.0,22.91,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.6,80.0,22.91,2
25.7,80.0,23.0,2
25.6,80.0,22.91,2
25.5,80.0,22.81,2
25.7,80.0,23.0,2
25.6,80.0,22.91,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.5,80.0,22.81,2
25.4,80.0,22.71,2
25.2,80.0,22.52,2
25.2,79.0,22.38,2
25.3,80.0,22.62,2
25.2,80.0,22.52,2
25.2,80.0,22.52,2
25.2,80.0,22.52,2
25.2,80.0,22.52,2
25.2,80.0,22.52,2
25.2,80.0,22.52,2
25.1,80.0,22.43,2
25.1,80.0,22.43,2
25.0,80.0,22.33,2
25.0,81.0,22.47,2
25.0,81.0,22.47,2
25.0,81.0,22.47,2
25.0,82.0,22.6,2
25.0,82.0,22.6,2
25.0,82.0,22.6,2
25.0,81.0,22.47,2
25.0,82.0,22.6,2
25.0,82.0,22.6,2
25.0,82.0,22.6,2
24.9,85.0,22.92,2
24.8,85.0,22.82,2
24.9,85.0,22.92,2
25.0,83.0,22.74,2
25.0,83.0,22.74,2
24.8,85.0,22.82,2
24.9,85.0,22.92,2
24.9,85.0,22.92,2
24.9,85.0,22.92,2
24.9,85.0,22.92,2
24.9,86.0,23.05,2
24.9,86.0,23.05,2
24.9,86.0,23.05,2
24.8,86.0,22.96,2
24.7,86.0,22.86,2
24.8,87.0,23.09,2
24.8,88.0,23.23,2
24.7,88.0,23.13,2
24.7,89.0,23.26,2
24.8,89.0,23.36,2
24.9,89.0,23.46,2
25.0,85.0,23.01,2
25.0,85.0,23.01,2
25.0,84.0,22.88,2
24.8,87.0,23.09,2
24.8,88.0,23.23,2
24.7,88.0,23.13,2
24.6,88.0,23.03,2
24.7,87.0,22.99,2
24.6,88.0,23.03,2
24.6,89.0,23.17,2
24.6,89.0,23.17,2
24.7,88.0,23.13,2
24.7,88.0,23.13,2
24.8,88.0,23.23,2
24.8,88.0,23.23,2
24.8,87.0,23.09,2
24.7,87.0,22.99,2
24.7,87.0,22.99,2
24.5,87.0,22.8,2
24.5,88.0,22.93,2
24.6,88.0,23.03,2
24.6,88.0,23.03,2
24.6,88.0,23.03,2
24.5,88.0,22.93,2
24.6,88.0,23.03,2
24.6,88.0,23.03,2
24.5,89.0,23.07,2
24.5,89.0,23.07,2
24.5,90.0,23.2,2
24.6,89.0,23.17,2
24.5,90.0,23.2,2
24.6,89.0,23.17,2
24.6,89.0,23.17,2
24.7,89.0,23.26,2
24.7,89.0,23.26,2
24.7,89.0,23.26,2
24.6,89.0,23.17,2
24.6,89.0,23.17,2
24.5,88.0,22.93,2
24.5,89.0,23.07,2
24.7,89.0,23.26,2
24.9,88.0,23.33,2
25.0,85.0,23.01,2
25.1,84.0,22.98,2
25.2,83.0,22.93,2
25.4,83.0,23.13,2
25.5,82.0,23.09,2
25.6,81.0,23.04,2
25.7,81.0,23.14,2
25.7,80.0,23.0,2
25.8,80.0,23.1,2
25.7,80.0,23.0,2
25.7,80.0,23.0,2
25.8,80.0,23.1,2
25.9,80.0,23.19,2
26.0,80.0,23.29,2
26.0,80.0,23.29,2
26.0,80.0,23.29,2
26.1,80.0,23.39,2
26.2,80.0,23.48,2
26.3,79.0,23.44,2
30.8,63.0,25.21,0
30.9,64.0,25.47,0
31.0,65.0,25.72,0
31.0,65.0,25.72,0
31.0,65.0,25.72,0
31.1,66.0,25.98,0
31.2,67.0,26.23,0
31.3,67.0,26.32,0
31.5,68.0,26.67,0
31.6,69.0,26.92,0
31.6,69.0,26.92,0
31.6,70.0,27.09,0
31.7,70.0,27.18,0
31.7,71.0,27.34,0
31.8,71.0,27.43,0
31.8,71.0,27.43,0
31.8,71.0,27.43,0
31.9,71.0,27.53,0
31.9,72.0,27.69,0
31.9,72.0,27.69,0
31.8,72.0,27.59,0
31.9,72.0,27.69,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.0,71.0,27.62,0
32.0,71.0,27.62,0
32.0,71.0,27.62,0
32.0,71.0,27.62,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.2,72.0,27.97,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,73.0,28.04,0
32.1,72.0,27.88,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.0,72.0,27.78,0
32.0,73.0,27.94,0
32.0,73.0,27.94,0
32.0,74.0,28.1,0
32.0,73.0,27.94,0
32.1,73.0,28.04,0
32.1,73.0,28.04,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.1,72.0,27.88,0
32.2,72.0,27.97,0
32.1,72.0,27.88,0
32.2,72.0,27.97,0
32.3,72.0,28.06,0
32.3,71.0,27.9,0
32.3,71.0,27.9,0
32.3,73.0,28.22,0
32.2,74.0,28.29,0
32.2,75.0,28.45,0
32.2,75.0,28.45,0
32.2,76.0,28.61,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,78.0,29.02,0
32.4,78.0,29.12,0
32.4,79.0,29.28,0
32.3,79.0,29.18,0
32.3,79.0,29.18,0
32.2,79.0,29.08,0
32.3,80.0,29.34,0
32.3,80.0,29.34,0
32.3,80.0,29.34,0
32.3,81.0,29.49,2
32.3,81.0,29.49,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.4,83.0,29.9,2
32.4,83.0,29.9,2
32.4,82.0,29.75,2
32.3,81.0,29.49,2
32.3,81.0,29.49,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.4,83.0,29.9,2
32.4,82.0,29.75,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.3,81.0,29.49,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.3,82.0,29.65,2
32.4,81.0,29.59,0
32.4,80.0,29.43,0
32.4,79.0,29.28,0
32.4,78.0,29.12,0
32.4,78.0,29.12,0
32.4,77.0,28.96,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.3,76.0,28.71,0
32.3,75.0,28.55,0
32.4,75.0,28.64,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.2,76.0,28.61,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.3,77.0,28.86,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,78.0,28.93,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.2,77.0,28.77,0
32.3,77.0,28.86,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,77.0,28.86,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.3,77.0,28.86,0
32.3,76.0,28.71,0
32.3,77.0,28.86,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.4,76.0,28.8,0
32.3,76.0,28.71,0
32.4,76.0,28.8,0
32.4,77.0,28.96,0
32.4,77.0,28.96,0
32.4,77.0,28.96,0
32.4,76.0,28.8,0
32.4,77.0,28.96,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,76.0,28.8,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.5,75.0,28.74,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.5,75.0,28.74,0
32.5,75.0,28.74,0
32.5,75.0,28.74,0
32.5,75.0,28.74,0
32.5,75.0,28.74,0
32.5,75.0,28.74,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.4,76.0,28.8,0
32.5,76.0,28.9,0
32.5,76.0,28.9,0
32.5,76.0,28.9,0
32.5,76.0,28.9,0
32.5,77.0,29.05,0
32.5,77.0,29.05,0
32.4,75.0,28.64,0
32.2,75.0,28.45,0
31.9,72.0,27.69,0
31.6,70.0,27.09,0
31.3,68.0,26.48,0
31.0,66.0,25.88,0
30.8,64.0,25.38,0
30.6,65.0,25.35,0
31.0,65.0,25.72,0
31.3,65.0,26.0,0
31.4,66.0,26.25,0
31.3,67.0,26.32,0
31.3,69.0,26.65,0
31.2,70.0,26.71,0
31.0,69.0,26.37,0
30.9,68.0,26.11,0
30.6,66.0,25.52,0
30.2,64.0,24.83,0
30.0,63.0,24.48,0
29.8,63.0,24.3,0
29.6,62.0,23.96,0
29.4,60.0,23.46,1
29.1,59.0,23.03,1
29.0,58.0,22.77,1
28.9,57.0,22.52,1
28.7,56.0,22.18,1
28.7,55.0,22.02,1
28.7,54.0,21.85,1
28.7,52.0,21.52,1
28.6,51.0,21.26,1
28.3,50.0,20.84,1
28.0,50.0,20.58,1
28.0,49.0,20.41,1
27.8,48.0,20.07,1
27.6,48.0,19.9,1
27.4,48.0,19.73,1
27.4,48.0,19.73,1
27.4,48.0,19.73,1
27.3,48.0,19.64,1
27.2,48.0,19.56,1
27.1,47.0,19.31,1
27.1,47.0,19.31,1
27.0,47.0,19.22,1
27.0,46.0,19.05,1
26.9,46.0,18.97,1
26.8,46.0,18.88,1
26.6,46.0,18.72,1
26.5,45.0,18.46,1
26.4,46.0,18.55,1
26.3,46.0,18.46,1
26.2,45.0,18.21,1
26.3,45.0,18.3,1
26.3,45.0,18.3,1
26.2,45.0,18.21,1
26.1,45.0,18.13,1
26.1,45.0,18.13,1
26.0,45.0,18.05,1
26.0,45.0,18.05,1
26.1,45.0,18.13,1
26.0,44.0,17.88,1
26.1,44.0,17.96,1
26.1,44.0,17.96,1
26.2,43.0,17.88,1
26.2,43.0,17.88,1
26.2,43.0,17.88,1
26.1,43.0,17.79,1
26.0,43.0,17.71,1
26.2,44.0,18.05,1
26.5,44.0,18.3,1
27.0,45.0,18.88,1
27.9,45.0,19.64,1
28.6,45.0,20.22,1
29.0,45.0,20.56,1
29.2,45.0,20.73,1
29.4,45.0,20.89,1
29.6,45.0,21.06,1
29.7,46.0,21.33,1
29.8,46.0,21.41,1
30.0,45.0,21.4,1
30.0,46.0,21.58,1
30.0,46.0,21.58,1
30.1,47.0,21.85,1
30.2,47.0,21.93,1
30.3,47.0,22.02,1
30.3,48.0,22.2,1
30.4,48.0,22.28,1
30.4,48.0,22.28,1
30.5,49.0,22.55,1
30.5,49.0,22.55,1
30.6,50.0,22.81,1
30.6,50.0,22.81,1
30.6,50.0,22.81,1
30.7,50.0,22.9,1
30.7,51.0,23.08,1
30.8,51.0,23.16,1
30.8,51.0,23.16,1
30.8,51.0,23.16,1
30.9,52.0,23.43,1
30.9,52.0,23.43,1
30.9,52.0,23.43,1
31.0,52.0,23.51,1
31.0,53.0,23.69,1
31.0,53.0,23.69,1
31.0,53.0,23.69,1
31.0,53.0,23.69,1
31.0,54.0,23.87,1
31.0,54.0,23.87,1
31.1,54.0,23.95,1
31.1,54.0,23.95,1
31.1,54.0,23.95,1
31.1,55.0,24.13,1
31.1,55.0,24.13,1
31.1,55.0,24.13,1
31.2,55.0,24.22,1
31.2,55.0,24.22,1
31.2,83.0,28.74,2
31.3,82.0,28.69,2
31.5,80.0,28.57,2
31.6,79.0,28.51,0
31.7,79.0,28.61,0
31.8,79.0,28.7,0
31.9,79.0,28.8,0
32.0,78.0,28.74,0
32.0,78.0,28.74,0
32.0,77.0,28.58,0
32.1,77.0,28.67,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.2,77.0,28.77,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.3,76.0,28.71,0
32.4,76.0,28.8,0
32.4,75.0,28.64,0
32.4,75.0,28.64,0
32.5,75.0,28.74,0
32.6,75.0,28.83,0
32.6,75.0,28.83,0
32.6,75.0,28.83,0
32.5,75.0,28.74,0
32.6,75.0,28.83,0
32.6,75.0,28.83,0
32.7,74.0,28.76,0
32.7,74.0,28.76,0
32.6,74.0,28.67,0
32.6,75.0,28.83,0
32.7,75.0,28.92,0
32.7,74.0,28.76,0
32.7,74.0,28.76,0
32.7,74.0,28.76,0
32.8,73.0,28.7,0
32.9,73.0,28.79,0
32.8,73.0,28.7,0
32.8,74.0,28.86,0
32.9,73.0,28.79,0
32.8,74.0,28.86,0
32.8,74.0,28.86,0
32.8,73.0,28.7,0
32.8,74.0,28.86,0
32.9,74.0,28.95,0
32.8,74.0,28.86,0
32.7,74.0,28.76,0
32.7,74.0,28.76,0
32.8,74.0,28.86,0
32.8,74.0,28.86,0
32.8,74.0,28.86,0
32.7,74.0,28.76,0
32.7,74.0,28.76,0
32.8,74.0,28.86,0
32.9,74.0,28.95,0
32.9,74.0,28.95,0
32.8,74.0,28.86,0
32.9,73.0,28.79,0
32.9,73.0,28.79,0
32.9,73.0,28.79,0
32.9,73.0,28.79,0
32.9,73.0,28.79,0
32.9,73.0,28.79,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
32.9,72.0,28.63,0
32.9,72.0,28.63,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,71.0,28.56,0
33.0,71.0,28.56,0
33.1,71.0,28.65,0
33.1,71.0,28.65,0
33.1,72.0,28.81,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.0,72.0,28.72,0
33.1,72.0,28.81,0
33.1,71.0,28.65,0
33.1,71.0,28.65,0
33.1,72.0,28.81,0
33.1,72.0,28.81,0
33.2,72.0,28.91,0
33.2,71.0,28.74,0
33.3,71.0,28.84,0
33.2,70.0,28.58,0
33.2,70.0,28.58,0
33.2,70.0,28.58,0
33.2,70.0,28.58,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.2,71.0,28.74,0
33.3,71.0,28.84,0
33.4,71.0,28.93,0
33.3,70.0,28.67,0
33.3,70.0,28.67,0
33.2,70.0,28.58,0
33.2,70.0,28.58,0
33.2,70.0,28.58,0
33.3,70.0,28.67,0
33.4,69.0,28.6,0
33.4,69.0,28.6,0
33.4,70.0,28.76,0
33.5,70.0,28.86,0
33.6,70.0,28.95,0
33.6,71.0,29.12,0
33.6,71.0,29.12,0
33.6,71.0,29.12,0
33.7,71.0,29.21,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.7,72.0,29.38,0
33.6,72.0,29.28,0
33.6,71.0,29.12,0
33.6,72.0,29.28,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.6,72.0,29.28,0
33.5,72.0,29.19,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.4,72.0,29.09,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.5,72.0,29.19,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.6,72.0,29.28,0
33.7,72.0,29.38,0
33.7,73.0,29.54,0
33.7,73.0,29.54,0
33.8,73.0,29.64,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.6,72.0,29.28,0
33.6,71.0,29.12,0
33.6,71.0,29.12,0
33.7,72.0,29.38,0
33.6,72.0,29.28,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.7,71.0,29.21,0
33.7,71.0,29.21,0
33.7,71.0,29.21,0
33.7,71.0,29.21,0
33.7,71.0,29.21,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.6,72.0,29.28,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.7,72.0,29.38,0
33.8,72.0,29.47,0
33.7,71.0,29.21,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.7,71.0,29.21,0
33.7,71.0,29.21,0
33.8,72.0,29.47,0
33.8,71.0,29.3,0
33.9,71.0,29.4,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,70.0,29.32,0
34.0,70.0,29.32,0
34.0,70.0,29.32,0
34.0,70.0,29.32,0
33.8,71.0,29.3,0
33.9,71.0,29.4,0
33.8,71.0,29.3,0
33.9,71.0,29.4,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
34.0,71.0,29.49,0
33.9,70.0,29.23,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.9,71.0,29.4,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,71.0,29.3,0
33.8,70.0,29.14,0
33.8,71.0,29.3,0
33.8,70.0,29.14,0
33.9,70.0,29.23,0
33.8,70.0,29.14,0
33.8,70.0,29.14,0
33.8,70.0,29.14,0
