2026-04-29 14:53:42,31.1,69.0,26.46
2026-04-29 14:53:52,31.1,69.0,26.46
2026-04-29 14:54:02,31.1,69.0,26.46
2026-04-29 14:54:12,31.1,69.0,26.46
2026-04-29 14:54:22,31.2,69.0,26.55
2026-04-29 14:54:32,31.2,69.0,26.55
2026-04-29 14:54:42,31.1,69.0,26.46
2026-04-29 14:54:52,31.2,69.0,26.55
2026-04-29 14:55:02,31.2,69.0,26.55
2026-04-29 14:55:12,31.1,69.0,26.46
2026-04-29 14:55:22,31.2,69.0,26.55
2026-04-29 14:55:32,31.2,69.0,26.55
2026-04-29 14:55:42,31.2,69.0,26.55
2026-04-29 14:55:52,31.2,69.0,26.55
2026-04-29 14:56:02,31.1,69.0,26.46
2026-04-29 14:56:12,31.2,69.0,26.55
2026-04-29 14:56:22,31.2,69.0,26.55
2026-04-29 14:56:32,31.2,69.0,26.55
2026-04-29 14:56:42,31.2,69.0,26.55
2026-04-29 14:56:52,31.2,69.0,26.55
2026-04-29 14:57:02,31.1,69.0,26.46
2026-04-29 14:57:12,31.2,69.0,26.55
2026-04-29 14:57:22,31.2,69.0,26.55
2026-04-29 14:57:32,31.1,69.0,26.46
2026-04-29 14:57:42,31.1,69.0,26.46
2026-04-29 14:57:52,31.1,69.0,26.46
2026-04-29 14:58:02,31.2,69.0,26.55
2026-04-29 14:58:12,31.2,69.0,26.55
2026-04-29 14:58:22,31.1,69.0,26.46
2026-04-29 14:58:32,31.1,69.0,26.46
2026-04-29 14:58:42,31.1,69.0,26.46
2026-04-29 14:58:52,31.2,69.0,26.55
2026-04-29 14:59:02,31.2,69.0,26.55
2026-04-29 14:59:12,31.1,69.0,26.46
2026-04-29 14:59:22,31.2,69.0,26.55
2026-04-29 14:59:32,31.2,69.0,26.55
2026-04-29 14:59:42,31.2,69.0,26.55
2026-04-29 14:59:52,31.2,69.0,26.55
2026-04-29 15:00:02,31.2,69.0,26.55
2026-04-29 15:00:12,31.2,69.0,26.55
2026-04-29 15:00:22,31.1,69.0,26.46
2026-04-29 15:00:32,31.1,69.0,26.46
2026-04-29 15:00:42,31.1,69.0,26.46
2026-04-29 15:00:52,31.1,69.0,26.46
2026-04-29 15:01:02,31.1,69.0,26.46
2026-04-29 15:01:12,31.1,69.0,26.46
2026-04-29 15:01:22,31.1,69.0,26.46
2026-04-29 15:01:32,31.1,69.0,26.46
2026-04-29 15:01:42,31.1,69.0,26.46
2026-04-29 15:01:52,31.1,69.0,26.46
2026-04-29 15:02:02,31.1,69.0,26.46
2026-04-29 15:02:12,31.1,70.0,26.62
2026-04-29 15:02:22,31.1,69.0,26.46
2026-04-29 15:02:32,31.1,69.0,26.46
2026-04-29 15:02:42,31.1,69.0,26.46
2026-04-29 15:02:52,31.1,70.0,26.62
2026-04-29 15:03:02,31.1,70.0,26.62
2026-04-29 15:03:12,31.1,70.0,26.62
2026-04-29 15:03:22,31.1,70.0,26.62
2026-04-29 15:03:32,31.1,70.0,26.62
2026-04-29 15:03:42,31.1,70.0,26.62
2026-04-29 15:03:52,31.1,70.0,26.62
2026-04-29 15:04:02,31.1,70.0,26.62
2026-04-29 15:04:12,31.1,70.0,26.62
2026-04-29 15:04:22,31.1,70.0,26.62
2026-04-29 15:04:32,31.1,70.0,26.62
2026-04-29 15:04:42,31.1,70.0,26.62
2026-04-29 15:04:52,31.1,70.0,26.62
2026-04-29 15:05:02,31.1,70.0,26.62
2026-04-29 15:05:12,31.1,70.0,26.62
2026-04-29 15:05:22,31.1,70.0,26.62
2026-04-29 15:05:32,31.1,70.0,26.62
2026-04-29 15:05:42,31.1,70.0,26.62
2026-04-29 15:05:52,31.1,70.0,26.62
2026-04-29 15:06:02,31.1,70.0,26.62
2026-04-29 15:06:12,31.1,70.0,26.62
2026-04-29 15:06:22,31.1,70.0,26.62
2026-04-29 15:06:32,31.1,70.0,26.62
2026-04-29 15:06:42,31.1,70.0,26.62
2026-04-29 15:06:52,31.1,70.0,26.62
2026-04-29 15:07:02,31.1,70.0,26.62
2026-04-29 15:07:12,31.1,70.0,26.62
2026-04-29 15:07:22,31.1,70.0,26.62
2026-04-29 15:07:32,31.1,70.0,26.62
2026-04-29 15:07:42,31.1,70.0,26.62
2026-04-29 15:07:52,31.1,70.0,26.62
